|rknn|,knn,rknn
13,"[(0.9999850714139215, 9220), (0.9999845128989099, 8329), (0.9999827187301631, 2891), (0.9999753397938036, 700), (0.999965931357733, 7483), (0.9999623925031362, 173), (0.9999562585254828, 6348), (0.9999516922740858, 5756), (0.9999510716731218, 1376), (0.9999461355645933, 100)]","[100, 173, 700, 1376, 2510, 2574, 2891, 5756, 6068, 6348, 7483, 8329, 9220]"
8,"[(0.9999804315723402, 2088), (0.999975092706477, 9218), (0.9999458245817849, 8165), (0.9999386102109651, 5891), (0.9999260896782715, 84), (0.9999211857797127, 4833), (0.9999130130194783, 8646), (0.9998996031574949, 7100), (0.9998971791809825, 8407), (0.9998797267207038, 3249)]","[84, 2088, 4022, 4833, 5891, 8165, 8646, 9218]"
7,"[(0.9999510546226651, 3079), (0.9998223239093607, 7190), (0.9998120750934696, 9351), (0.999686168687716, 1063), (0.9994490382450298, 1421), (0.9994483657635508, 4232), (0.9994245938326091, 2307), (0.9993461949720666, 4632), (0.9993154266526945, 4590), (0.9991972637723227, 6698)]","[1063, 1421, 3079, 4632, 6698, 7190, 9351]"
11,"[(0.9999876293822328, 6537), (0.9999861437484112, 6686), (0.9999818404829922, 6961), (0.9999705836100901, 4808), (0.9999677962772323, 8473), (0.999930126013826, 5536), (0.9999174098388895, 3686), (0.9999141850960841, 3986), (0.9999130452655669, 5744), (0.9999025883339868, 7199)]","[2127, 3686, 3986, 4808, 5536, 5676, 6537, 6686, 6961, 7199, 8473]"
9,"[(0.9999938742419441, 2139), (0.9999876117042383, 4950), (0.9999777695204667, 3715), (0.9999679415488202, 3772), (0.9999550913793158, 6849), (0.9999516356944089, 628), (0.9999236104255581, 9760), (0.999907502867546, 7693), (0.9998949470299261, 388), (0.9998877242475902, 5081)]","[388, 628, 2139, 3715, 3772, 4950, 6849, 7693, 9760]"
9,"[(0.9999900985672409, 1438), (0.9998244044353112, 8488), (0.9997333626687417, 2897), (0.9996129023567367, 1344), (0.9996111084277132, 5738), (0.9995933726182367, 2259), (0.9995561010015968, 1470), (0.9994843162890392, 5688), (0.9991609617989329, 9152), (0.9990169745199203, 6695)]","[270, 1344, 1438, 1470, 2259, 2897, 5688, 5738, 8488]"
7,"[(0.9999751824149257, 8253), (0.9999358648021095, 7828), (0.9998219061730669, 8934), (0.9998024865898034, 6792), (0.9997919081591112, 4043), (0.9997892116686423, 3063), (0.9997530025033987, 8293), (0.9997091969672632, 8744), (0.9996019207352755, 3401), (0.9995111135962875, 6073)]","[3401, 3923, 5136, 6792, 7828, 8253, 9085]"
12,"[(0.9999673170317588, 1954), (0.9999201379465298, 2883), (0.9999077884699318, 7983), (0.99989326374912, 6978), (0.9998914247026639, 6724), (0.9998856176926814, 2746), (0.9998835908261626, 2480), (0.9998786364832147, 8522), (0.9998656086791083, 4428), (0.9998590333164958, 2329)]","[1954, 2329, 2480, 2746, 2883, 3138, 4428, 6724, 6978, 7983, 8522, 9994]"
11,"[(0.9999708655253127, 4486), (0.9999608492463371, 4242), (0.9999597670542313, 6926), (0.9998895142470843, 9497), (0.9998721891449216, 907), (0.9998407359218402, 2470), (0.9998167175001097, 6081), (0.9996185833635035, 1844), (0.9996001126942408, 4432), (0.9995282406686989, 9705)]","[907, 1844, 2470, 4242, 4432, 4486, 6081, 6926, 7589, 9497, 9705]"
11,"[(0.9999679146175132, 4698), (0.9999224044974144, 6183), (0.9999083258225636, 1015), (0.9998904940079679, 1196), (0.9997410651891193, 3468), (0.9997211615861582, 5428), (0.9996692200576579, 7421), (0.9996426943021666, 8123), (0.9996131337849883, 6805), (0.9996116298729322, 977)]","[909, 1015, 1139, 1196, 1464, 3468, 4698, 5428, 6183, 7421, 8123]"
9,"[(0.9999799482171374, 9057), (0.9999519426319877, 5022), (0.9999260425904132, 3326), (0.9999095122603462, 651), (0.999898192868076, 1754), (0.9998758226596558, 7776), (0.9998708160357428, 4936), (0.9998687875191039, 6054), (0.9998491514938247, 5006), (0.9998473679636174, 7961)]","[651, 1754, 3326, 4936, 5022, 6054, 7776, 7961, 9057]"
4,"[(0.9998998003754356, 5089), (0.99931957230342, 4254), (0.9992499783473227, 5743), (0.9992466409191273, 8318), (0.9991909203816596, 6586), (0.9990134261199451, 5934), (0.9988760224176484, 9034), (0.9986149853664483, 449), (0.9986099931288682, 9323), (0.9985933590662887, 4443)]","[449, 4254, 5089, 5743]"
15,"[(0.999946543442953, 5886), (0.9999462859625639, 3530), (0.9999237625139662, 929), (0.9998989677256389, 7059), (0.9998971839424488, 807), (0.9998688980446527, 2684), (0.9998497116479901, 4517), (0.9998189893026506, 2168), (0.999807752843849, 8137), (0.9998063624438625, 6)]","[6, 807, 929, 1576, 2168, 2426, 2684, 2931, 3530, 4517, 5886, 6153, 6855, 7059, 8137]"
11,"[(0.9999800913137414, 2757), (0.9999787680721371, 252), (0.9999715995036572, 1641), (0.9999616822281863, 1920), (0.9999437987993308, 5905), (0.9999399300250862, 6789), (0.9999378088672427, 6422), (0.9999124188358821, 5502), (0.9999038744403409, 7116), (0.9999027944342319, 5801)]","[252, 565, 1641, 1920, 2757, 5502, 5801, 5905, 6422, 6789, 7116]"
12,"[(0.9999934485337317, 8009), (0.9999921839352645, 8666), (0.9998429682089368, 5909), (0.9998346907916303, 8586), (0.9997817906530996, 1711), (0.9997666097283043, 6845), (0.999741505157818, 995), (0.9996855120650481, 9362), (0.9996850709653697, 6804), (0.9996798429798804, 1511)]","[995, 1511, 1711, 4443, 5909, 6804, 6845, 8009, 8586, 8666, 9323, 9362]"
12,"[(0.9999948868272713, 8776), (0.9999736015157744, 6440), (0.9999440610336741, 3992), (0.9999304369930763, 3524), (0.9999301815073752, 8272), (0.9999201981318773, 7609), (0.9999090391396567, 7003), (0.9999013453030938, 1171), (0.9998898871930647, 5958), (0.9998883532420487, 7032)]","[1171, 3524, 3992, 5958, 6440, 7003, 7032, 7609, 7874, 8272, 8776, 9025]"
12,"[(0.9999934356243545, 5125), (0.9999698176185583, 7202), (0.9999482009388933, 5612), (0.9999424685333224, 1729), (0.9999347407649444, 4861), (0.9998994377453151, 1101), (0.9998737423499526, 5415), (0.9998581731601991, 6676), (0.9998205949774684, 9859), (0.9998035702563123, 7477)]","[94, 489, 1101, 1729, 4861, 5125, 5415, 5612, 6006, 6676, 7202, 9859]"
10,"[(0.9999086013455059, 3281), (0.999887779260518, 984), (0.9996612463698159, 480), (0.9996214096294151, 1470), (0.9996174274380665, 6000), (0.9995900157202771, 9152), (0.9995139269159582, 6695), (0.9994916411611399, 2131), (0.9994639074132976, 6938), (0.999444369780794, 8626)]","[480, 984, 1470, 2897, 3281, 3288, 6000, 6695, 8626, 9152]"
5,"[(0.999022347060668, 6150), (0.9989584705168059, 7785), (0.9989231643742512, 2194), (0.9989091546715806, 7430), (0.998602871245902, 4935), (0.9985770633955057, 9318), (0.9984473829770191, 9039), (0.9980060623583615, 7968), (0.9978246795515783, 4707), (0.997535969258059, 8989)]","[2194, 6150, 7430, 7785, 9318]"
4,"[(0.9996973774207764, 4460), (0.9996954254535307, 1851), (0.9996795871979506, 6801), (0.9996532616946446, 8422), (0.9995746204989132, 6014), (0.9995159223765719, 6917), (0.9995076759858148, 823), (0.9993780022021421, 1887), (0.9993532740180753, 7167), (0.9993410806958984, 9928)]","[2126, 7151, 7167, 8422]"
9,"[(0.9999872688208745, 7961), (0.9999809387102747, 5006), (0.9999718023307386, 3136), (0.9999704274364752, 4936), (0.999968029295626, 3543), (0.99991070617769, 9057), (0.9998758226596558, 7766), (0.999873630501353, 5142), (0.9998516241561212, 8360), (0.9998475017298502, 5251)]","[3136, 3543, 4913, 4936, 5006, 7766, 7961, 8360, 9057]"
16,"[(0.9999902376439487, 8703), (0.9997229087388427, 8862), (0.9996875466711078, 7277), (0.9996266710099057, 3748), (0.9995268063181115, 4096), (0.9994196859218412, 3651), (0.9993294570119395, 1723), (0.9991381088525363, 6818), (0.998985764989463, 1007), (0.9988986198028112, 8328)]","[1007, 1311, 1317, 1723, 2464, 3400, 3651, 3748, 4096, 6818, 7277, 8328, 8517, 8703, 8862, 9526]"
11,"[(0.9999957577141736, 8242), (0.9999937812303455, 6731), (0.9999840948422066, 5773), (0.9999835810829395, 9405), (0.999956991814509, 1501), (0.999956688331261, 6893), (0.999954010767238, 1662), (0.9999450880513477, 9457), (0.999943977641847, 8146), (0.9999293861899456, 6409)]","[1501, 1662, 5185, 5773, 6409, 6731, 6893, 8146, 8242, 9405, 9457]"
15,"[(0.999986893165263, 1783), (0.9999707247747861, 1539), (0.9999643683613291, 9029), (0.9999423305968967, 1927), (0.9999380806907984, 4237), (0.9999367392887845, 1996), (0.9999359871359674, 4977), (0.9999334476651777, 572), (0.9998927881056895, 326), (0.9998891691048056, 7478)]","[326, 572, 1115, 1539, 1783, 1913, 1927, 1996, 4237, 4977, 5912, 7478, 8312, 9029, 9241]"
9,"[(0.9999973247129451, 9867), (0.9999962564223266, 8295), (0.9999902176941918, 2894), (0.9999801436709459, 1144), (0.999964673275039, 603), (0.9999642575112341, 6576), (0.9999222823965542, 512), (0.9999020704081331, 3048), (0.9998992214014725, 9874), (0.9998808667226369, 7404)]","[603, 1144, 2894, 3048, 6576, 7404, 8295, 9867, 9874]"
11,"[(0.9999993137579092, 3019), (0.9999933745515466, 5135), (0.9999888498219525, 2515), (0.9999763906162898, 6405), (0.9999604265573624, 212), (0.9999284712791459, 1917), (0.999927114363925, 6986), (0.999916814669442, 5064), (0.9999022819876207, 3080), (0.9998781313598618, 7342)]","[212, 1917, 2515, 3019, 3080, 5064, 5135, 6405, 6986, 7342, 9668]"
14,"[(0.999993774834874, 436), (0.9999752919324439, 3641), (0.9999693815137706, 563), (0.9999379295781112, 3718), (0.9999147648995458, 3744), (0.9998750759734417, 3765), (0.9998727673322503, 1863), (0.9998574119234078, 4711), (0.9998473186377065, 5191), (0.9998387441688233, 3794)]","[436, 563, 846, 1863, 3641, 3718, 3744, 3760, 3765, 3794, 4711, 4996, 5191, 5538]"
7,"[(0.9999981195030176, 7582), (0.999850247332128, 5755), (0.9996277002669028, 1955), (0.9993233148475105, 831), (0.9990037736154028, 3012), (0.9986979742419965, 2465), (0.9985570830750816, 3208), (0.9982921917751767, 986), (0.9979846737579461, 9422), (0.99793677836697, 2561)]","[831, 1955, 2465, 3012, 4896, 5755, 7582]"
10,"[(0.999995110449383, 7458), (0.9999572792788107, 1359), (0.9999399795009691, 4169), (0.9998494390972167, 6796), (0.9997914636091478, 8087), (0.9997824135401481, 1553), (0.9997803332535943, 9131), (0.9997194559460666, 8859), (0.9997140599598409, 6863), (0.9996312735901122, 9222)]","[1359, 1553, 4169, 6702, 6796, 7075, 7458, 8087, 9131, 9222]"
13,"[(0.999998545839684, 7430), (0.9999697406231308, 6150), (0.9994375946816353, 4935), (0.9993088579449693, 8989), (0.9992791690168914, 9039), (0.9991656631029928, 2194), (0.9989584705168059, 7774), (0.9988839685349092, 1969), (0.9988695170038743, 7968), (0.9986318533843689, 6109)]","[1969, 2194, 4065, 4707, 4935, 6109, 6150, 7430, 7774, 7968, 8989, 9039, 9318]"
5,"[(0.9993996822412023, 8768), (0.9991405808622611, 898), (0.9990518615576979, 2674), (0.998299402933048, 1535), (0.9980196069160286, 4804), (0.9975648029412454, 4606), (0.9975146870538232, 4276), (0.9973185655177524, 6837), (0.997250357044421, 1507), (0.9970387736919367, 7389)]","[898, 2674, 4606, 6837, 8768]"
14,"[(0.999981702025369, 6055), (0.9999691842731494, 654), (0.999944987127387, 9888), (0.9999404337687028, 6236), (0.9999282462649132, 1016), (0.9998710167268874, 5236), (0.9998513449665134, 8907), (0.9998450884426857, 5660), (0.9998054434395743, 1972), (0.9997753904527623, 9765)]","[605, 654, 1016, 2074, 5236, 5660, 6055, 6236, 7550, 8324, 8907, 9245, 9765, 9888]"
7,"[(0.9995502209184025, 4794), (0.9993541966162355, 956), (0.9993333942253341, 6580), (0.9991787823205603, 8921), (0.9991193925102687, 4746), (0.9989941187312591, 7509), (0.9989576945788339, 8198), (0.9986360763016501, 2641), (0.9986141116581992, 9594), (0.9984406507930007, 9529)]","[956, 1159, 2641, 4794, 6580, 6746, 8198]"
9,"[(0.9999656335913455, 3678), (0.9999404475842191, 7678), (0.9998397055524748, 1366), (0.9998282162714041, 92), (0.9997928409628586, 2522), (0.9997653768125514, 2704), (0.9996633679078867, 3558), (0.9995755310958282, 6857), (0.9994441908317595, 8918), (0.9993903253759623, 9014)]","[92, 1366, 1368, 2522, 2704, 3558, 3678, 7678, 8726]"
12,"[(0.999974111565842, 6906), (0.9999559708653321, 5547), (0.999916386314301, 9855), (0.9998339293691568, 933), (0.9998327221516213, 707), (0.9998240632372226, 9886), (0.9996773032807115, 6638), (0.9995061381335473, 2986), (0.9994838206630168, 5624), (0.9993900260615501, 5144)]","[707, 933, 2986, 3589, 5094, 5144, 5547, 5624, 6638, 6906, 9855, 9886]"
15,"[(0.9999882796555163, 5082), (0.9999751035518433, 7499), (0.9999641824860277, 6390), (0.9999599828576133, 921), (0.9999583912795827, 8196), (0.9999508084491675, 2143), (0.9999455974721105, 431), (0.9999376033951339, 9037), (0.999936596449879, 304), (0.9999330194533586, 4832)]","[304, 431, 921, 1044, 1565, 2143, 2498, 4832, 5082, 6282, 6390, 7499, 8196, 9037, 9556]"
12,"[(0.9999954863636074, 2661), (0.9999934197635332, 4466), (0.9999911560146838, 5219), (0.9999774750772992, 2956), (0.9999759984548378, 1609), (0.9999745706560008, 6037), (0.9999708020391909, 6416), (0.999958369780862, 0), (0.999955309417624, 3785), (0.9999455174646603, 9094)]","[0, 617, 1609, 2578, 2661, 2956, 3785, 4466, 5219, 6037, 6416, 9094]"
9,"[(0.9999938927967207, 7979), (0.9999921325754849, 5492), (0.9999840031836057, 1627), (0.9999575965783327, 8406), (0.9998879560183915, 9567), (0.9998836618083105, 941), (0.9998665617705469, 6191), (0.9998580199526166, 1392), (0.999852386185837, 4034), (0.9997871235607573, 993)]","[941, 1392, 1627, 4034, 5492, 6191, 7979, 8406, 9567]"
7,"[(0.9999954568931189, 7007), (0.9999891656013542, 1508), (0.9998655561546148, 8913), (0.9998579880838315, 8386), (0.9998457842504103, 1761), (0.9998312157292333, 1357), (0.9998235203430574, 9738), (0.9997468997400238, 9558), (0.9996774327250378, 5028), (0.9996392687415104, 1209)]","[1357, 1508, 1761, 7007, 8386, 8913, 9597]"
10,"[(0.9999957945785319, 3993), (0.9999916745900768, 8460), (0.9999906435234557, 3073), (0.9999754958743398, 1329), (0.9999587338472851, 6451), (0.9999554414317985, 8260), (0.9999480126828797, 2125), (0.9999434017577166, 4842), (0.9999426428325553, 6972), (0.9999425348441353, 3721)]","[1329, 2125, 3073, 3721, 3993, 6451, 6972, 8260, 8460, 8783]"
9,"[(0.9996123792394757, 4313), (0.9991605891070413, 5898), (0.9988730560436854, 8398), (0.9986690955981739, 2296), (0.998426311398675, 5342), (0.9981570724627977, 7222), (0.9981042549943059, 9769), (0.9972459609411612, 8685), (0.9968101638202472, 7051), (0.9963599193175461, 3155)]","[2296, 4313, 5342, 5898, 7222, 8398, 8685, 9249, 9769]"
11,"[(0.9999954612479088, 3950), (0.9999658866553071, 8283), (0.9999375426883371, 4751), (0.999883548972272, 2184), (0.9998336142363893, 1218), (0.9997865810429472, 2761), (0.999753111695791, 2117), (0.9997378742486525, 1505), (0.999737688639057, 2909), (0.9997370278872735, 5296)]","[852, 1218, 1505, 1784, 2117, 2184, 2761, 3950, 4751, 5296, 8283]"
7,"[(0.9983076484364156, 8809), (0.9962784813341592, 8377), (0.9554488701700552, 2181), (0.9406021858257874, 4389), (0.9391324955636808, 5570), (0.8956060327977655, 9978), (0.8709356725134432, 192), (0.8151174316379434, 2815), (0.8132031939658445, 9786), (0.8049375265843919, 7620)]","[2181, 4389, 5570, 6446, 8377, 8809, 9978]"
9,"[(0.9999895328986729, 1220), (0.9999874774223203, 1569), (0.9999662065466631, 9201), (0.9999278454252789, 6346), (0.9998516071552371, 4079), (0.9998468846937911, 1033), (0.9998151036815207, 6286), (0.9996817565812801, 5503), (0.9996686510485666, 5126), (0.9996165264282223, 4704)]","[1033, 1220, 1569, 4079, 4704, 5503, 6286, 6346, 9201]"
13,"[(0.9999879262865412, 6786), (0.999986041082462, 1962), (0.9999770965087399, 3750), (0.9999592713852222, 1418), (0.9999412150677176, 6536), (0.9999207490251082, 4577), (0.9999204895809184, 664), (0.9999013435143183, 249), (0.99989977146806, 2484), (0.9998921833178751, 5606)]","[249, 664, 1418, 1962, 2054, 2138, 2484, 3750, 4316, 4577, 5606, 6536, 6786]"
15,"[(0.9999912038627042, 8194), (0.9999434477478432, 3133), (0.9999363296423062, 5062), (0.9998684413662394, 154), (0.9997918780630772, 6632), (0.9997769112097163, 1227), (0.9996933198378133, 1524), (0.9995646102678778, 2485), (0.9994934117562723, 1812), (0.999384662470946, 5667)]","[154, 1123, 1227, 1524, 1812, 1848, 2485, 2530, 3133, 3890, 5062, 5667, 6632, 8194, 9694]"
12,"[(0.9999787439820359, 3426), (0.9999582237610455, 6176), (0.9999091482974154, 5212), (0.999842357461801, 9652), (0.9998334835377081, 9571), (0.9998073210619671, 5991), (0.9997879625959067, 8985), (0.9997584123393335, 2929), (0.9997439948159832, 5598), (0.9997386480670981, 5859)]","[2110, 2929, 3426, 5212, 5598, 5859, 5991, 6176, 8926, 8985, 9571, 9652]"
19,"[(0.9999915642840158, 3327), (0.999962880076036, 2443), (0.9999598668209437, 9226), (0.9999508323594309, 5948), (0.9999291984117532, 2360), (0.9999239252560235, 1190), (0.9999009514846015, 1140), (0.9998756553466228, 1045), (0.999874966537207, 4610), (0.9998544563813455, 7540)]","[638, 839, 1045, 1140, 1190, 2111, 2360, 2443, 3327, 4610, 4712, 5373, 5740, 5948, 6828, 7540, 7867, 7887, 9226]"
10,"[(0.9999845479003135, 653), (0.9999562080279301, 3898), (0.9999204339334241, 2276), (0.9998994577053604, 66), (0.9998383607755216, 3694), (0.9998252754228338, 9310), (0.9996693572543619, 5159), (0.9996472584162748, 7630), (0.9995583162616545, 37), (0.9995175381784199, 5797)]","[37, 66, 653, 2276, 3694, 3898, 5159, 5797, 7630, 9310]"
9,"[(0.9999858576914895, 4855), (0.9999732198383949, 6835), (0.9999571825956315, 4898), (0.9999102233540156, 3318), (0.9998562035869621, 5173), (0.9998478959196259, 2508), (0.9998292229032285, 7131), (0.9997991091391337, 9988), (0.9996941498371081, 9908), (0.9996816868045976, 5362)]","[2508, 3318, 4855, 4898, 5173, 5362, 6835, 7131, 9988]"
8,"[(0.9997563289287381, 1623), (0.9995427110127577, 7526), (0.9994177603210628, 9315), (0.9993001138906624, 1440), (0.9991021623611732, 3726), (0.9984156830664827, 7559), (0.9981954804020928, 5794), (0.9980648513372086, 275), (0.997774402574902, 6105), (0.9976456299347402, 5838)]","[175, 1440, 1623, 3726, 4498, 6105, 7526, 9315]"
9,"[(0.9999986271463552, 5358), (0.9999743220135042, 7295), (0.9999613327220558, 749), (0.999960946942221, 9025), (0.9999588949851901, 8033), (0.9999558821797108, 7130), (0.9999349603190206, 8021), (0.9999211321519726, 7596), (0.9999144257824331, 9830), (0.9999093792084529, 6368)]","[520, 749, 4535, 5358, 7130, 7295, 7596, 8033, 9025]"
12,"[(0.9999955525291487, 9579), (0.9999711320278074, 6575), (0.9999687156240875, 5715), (0.9999272052172562, 4367), (0.9999041308982697, 2094), (0.9999001600963748, 5762), (0.9998894416810524, 950), (0.999874887430923, 4569), (0.9997897054836098, 1460), (0.9997697690688679, 9229)]","[950, 1460, 2094, 2659, 2868, 4367, 4569, 5715, 5762, 6575, 9269, 9579]"
15,"[(0.9999480616539781, 2919), (0.9999315062840191, 3691), (0.9998932614336142, 4439), (0.9998796545522227, 7908), (0.9998125061828544, 6985), (0.9997705303606175, 9337), (0.9997553386859807, 179), (0.9997325033579688, 2898), (0.9996673053167711, 3946), (0.9996386115197861, 709)]","[179, 709, 1933, 2090, 2898, 2919, 3113, 3691, 3946, 4439, 6985, 7908, 8680, 8992, 9337]"
13,"[(0.9995883640266106, 7265), (0.9993692138886575, 414), (0.999292859902622, 9275), (0.9991892307171284, 1070), (0.9989952728635373, 4805), (0.9989899496738295, 72), (0.9988477878052507, 2872), (0.9986599490263971, 2007), (0.9985651591945505, 8339), (0.9983121219185632, 2055)]","[72, 414, 1070, 2007, 2055, 2872, 3086, 4805, 7265, 7387, 8231, 8339, 9275]"
